chrom,start,end,Class,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Brd4,Cdk8,Cdk9,Med12,p300,CBP,Pol2,Lsd1,Brg1,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,DNaseI,Oct4,Sox2,Nanog,Smad3,Stat3,Tcf3,Esrrb,Klf4,Prdm14,Tcfcp2I1,Nr5a2,AT_content,GC_content,phastCons,phastConsP,repeat_fraction,length
chr17,10760168,10760946,TE,0.1087,0.6299,0,0,0.3723,0.5448,0.3939,0.3469,0.743,0.5058,0.1608,0.7688,0,0.3673,0.2285,0.7507,0.6623,0.7371,0.3072,0.7998,1.9797,1.6734,1.5539,0.64,0.2353,1.7616,0.7133,0.6806,0.1608,0.1663,0.4937,0.534704,0.465296,0.146839,0.14684,0,778
chr17,10964962,10965415,TE,0,0.2573,0.061,0,0.3134,0.355,0.2064,0.4741,0.0023,0.2176,0,0.4405,0.751,0.1526,0.3098,0.1874,0.5671,0.1983,0.3714,0.5185,1.0232,0.8725,3.9079,0.2917,0.2447,0.5866,0.1442,0.1353,0.3996,0.0497,0.1815,0.613687,0.386313,0.00680938,0.00681159,0,453
chr17,11260957,11261502,TE,0,0.4956,0.1833,0,0.3657,0.5607,0.1241,0.6841,1.9398,0.044,0.3005,0.7968,0.8557,0.4264,0.2178,0.1772,0.9946,0.7481,0.16,0.8833,3.0876,3.0204,0.5848,0,0,0.4945,0.2396,0,0,0.0584,0,0.552294,0.447706,0.289844,0.183487,0.03853211,545
chr17,11545725,11546621,TE,0.2029,0.4995,0.0969,0,0.2866,0.4395,0.2166,0.4021,0.5529,1.1362,0,0.8697,0.7605,0.2777,0.3448,0.5128,0.6706,0.5001,0.468,1.9122,2.1102,1.7042,4.067,0.5974,0.0071,0.6495,0.5625,0.3302,9.6062,0.1003,0.7839,0.560268,0.439732,0.17834,0.178341,0.924107143,896
chr17,11706659,11707836,TE,0.2493,0.4953,0,0,0.2543,0.3885,0.4424,0.3627,0.8385,0.8074,0,0.6418,0.3457,0.1554,0.166,0.4955,0.6242,0.3934,0.4203,0.4798,0.7461,0.5052,1.8184,0.6656,0.079,0.5395,1.9611,0.097,1.5473,0.0704,0.1596,0.565845,0.434155,0.208305,0.208307,0.049277825,1177
chr17,11726469,11727250,TE,0.0424,0.4663,0.2723,0.4961,0.6899,1.0026,0.5624,0.7166,1.0726,1.7102,0,0.6061,0.6261,0.0368,0.3916,0.9039,1.3688,0.631,0.4482,0.7848,1.882,1.0699,1.29,1.2032,0.1313,1.4817,0.27,0.351,0.9448,0.0413,0.2666,0.590269,0.409731,0.0109272,0.0109272,0.400768246,781
chr17,12501568,12501882,TE,0,0.0644,0,0,0,0,0.0009,0.0987,0.9905,1.5937,0,0.5432,0.1368,0.0975,0.4332,0.0393,0.6597,0,0,0.0403,1.915,0.9494,1.2286,0,0,0,0,0,1.1933,0.0721,0,0.442675,0.557325,0.226267,0.226269,0.920382166,314
chr17,13191908,13191917,TE,0.8512,0.7194,0.2456,0,0.1889,0.0619,0.4253,0.2633,0.0283,1.3038,0.3992,0.3022,0,0,0.2132,0.1861,0.4742,0.2195,0.1077,0.2331,0,0.0346,0,0,0,0,0.5183,0,1.0442,0,0,0.666667,0.333333,0,0,0,9
chr17,13191937,13192920,TE,0.806,0.7062,0.0679,0,0.8661,0.7436,0.6016,0.7229,0.3881,1.0397,0.1609,1.0115,0.365,0.2024,0.2828,1.1003,1.2822,0.9368,0.5185,0.6331,1.5688,1.4274,1.9278,0.6308,0,0.1928,0.4077,0.0596,2.0654,0.5813,0.2801,0.569685,0.430315,0,0,0.942014242,983
chr17,14336522,14337258,TE,0.6341,0.9064,0.3455,0,0.1969,0.5015,0.5062,1.0989,0.8919,0.678,0.0846,0.7674,0.3219,0.1943,0.2966,0.666,0.4449,0.1267,0.0292,0.4499,0.9739,0.5622,1.9457,0.5129,0.1585,0.2183,0,0,2.4268,0.2948,0.0923,0.52038,0.47962,0.142823,0.142825,0.07201087,736
chr17,14355054,14355584,TE,0.092,0.9243,0,0,0.1544,0.1197,0.3427,0.068,0.0212,0.3915,0.0289,0.3393,0.257,0.0058,0.1271,0.5526,0.1789,0.5151,0,0.2552,0.7294,0.6652,0.7297,0.1086,0.4139,0.8212,0.0391,0.1775,0.3464,0.1366,0,0.55283,0.44717,0.244205,0.244211,0.150943396,530
chr17,14438331,14439315,TE,0,0.344,0,0,0.2408,0.0449,0.1461,0.2778,0.6946,0.8866,0,0.5868,0.2436,0.2269,0.2166,0.3756,1.282,0.3011,0.0137,2.1865,0.624,1.6547,3.5641,0.5943,0.146,3.9622,0.1951,0.5292,1.2888,1.4077,1.3753,0.53252,0.46748,0.0667923,0.0667938,0.120934959,984
chr17,14829950,14831243,TE,0.1311,0.3909,0.7055,0.1019,0.3559,0.7027,0.4607,0.6749,2.2714,0.45,0,0.7319,0.4726,0.4738,0.4795,0.5632,1.2988,0.5907,0.3581,1.4728,2.135,1.7079,2.6165,0.8234,0.0979,2.3481,1.0025,0.1919,4.4642,0.2872,0,0.515081,0.484919,0.0765871,0.0578927,0.030935808,1293
chr17,15326610,15327365,TE,0.8102,0.2937,0.0686,0,0.5334,0.6213,0.6327,0.5236,1.4748,0.1536,0.1268,1.147,0.2869,0.7082,0.2429,0.6205,0,0.614,0.5789,0.2372,0.5707,1.2356,0.8979,0.8472,0.0318,0.6871,0.6114,0.4337,0.1367,0.2604,0,0.456954,0.543046,0.0800756,0.0800779,0,755
chr17,15344012,15344763,TE,4.2115,0.7072,1.2175,0.0032,0.9237,1.054,1.1808,1.5699,2.6356,2.7209,0.7132,1.8604,0.7933,0.5294,0.4707,0.8219,0.739,1.2278,1.373,1.386,2.0219,1.2535,0.9189,1.8277,0.7845,0.2714,8.399,0,1.1346,1.6979,0.2667,0.48735,0.51265,0.161282,0.161284,0,751
chr17,15344782,15345671,TE,4.3467,0.0282,2.1769,0,0.8145,1.2756,0.7382,0.9247,2.2695,1.1263,0.7113,1.1182,0.4176,0.1493,1.00E-04,0.6486,1.1302,0.693,0.237,1.9233,3.9792,1.8261,0.2669,0.0163,0.0295,0.3625,0.3935,0.0278,0.0429,2.229,0,0.484814,0.515186,0.132919,0.0952702,0,889
chr17,15384508,15385475,TE,4.2554,0,0.8373,0,1.1039,1.4623,0.6152,2.2298,5.9898,0,0.4136,2.7944,0.7464,1.5698,0.9469,0.2816,0.7604,0.6324,0,3.6161,1.6459,0.7627,1.0647,1.7968,0,0.5111,2.7954,0.9109,20.2578,0.1343,0.3097,0.406412,0.593588,0.267736,0.141584,0.146845915,967
chr17,15513799,15514431,TE,0.3449,0.5711,2.6334,0.7475,0.4723,0.4202,0.3001,0.404,1.3495,0.2942,0.6112,1.0264,0.0453,0.681,0.2214,0.2351,0.3533,0.5876,0.1523,0.4758,0.7713,0.7148,1.5185,0.258,0,0.204,0,0.198,0.777,0.1045,0,0.511076,0.488924,0.531996,0.533547,0.050632911,632
chr17,15515574,15516371,TE,0.1608,0.9523,0.2771,0,0.6514,0.5401,0.4106,0.5388,1.0941,0.5046,0.0639,1.0452,0.1105,0.2378,0.312,0.545,0.5185,0.4415,0.6334,0.3605,0.5829,0.9074,1.4149,0.2988,0.1541,0.9871,0.254,0.1926,4.2578,0.0357,0.0995,0.538269,0.461731,0.705529,0.672033,0.056461731,797
chr17,15517235,15518303,TE,0.1594,0.4621,2.1996,0,0,1.0684,0.3338,0.7673,4.5064,0.7345,0,1.0632,1.4549,0.4939,0.7048,0.5559,0.5574,1.4612,0,0.9637,4.9916,2.9652,2.0123,0.4036,0,0.3923,0,0.1192,3.2094,0.8603,0,0.425094,0.574906,0.180001,0.139922,0,1068
chr17,15518988,15519743,TE,0,0.6992,0,0,0.118,0.1527,0.2753,0.2838,0.2026,0.4025,0,0.5961,0.1044,0.3558,0.2406,0.6388,0.8208,0.3893,0.143,0.4279,0.4526,1.7213,1.5445,0.2229,0,0.1129,0,0,0.3506,8.834,0.0196,0.58543,0.41457,0.445216,0.384268,0,755
chr17,15814586,15815365,TE,0.0782,0.574,0.3498,0,0.6028,1.2884,0.4923,0.4366,0.4498,0.5033,0.1795,1.1189,0.2746,0.1568,0.4734,0.8206,2.2702,0.9544,0.5709,1.0017,4.4672,4.3717,2.2009,1.024,0.0462,2.5005,1.8263,0.0935,3.5149,0.3,0.1458,0.609756,0.390244,0.237019,0.23702,0.216944801,779
chr17,15883674,15884258,TE,0.2782,0.1292,0.2358,0,0.3699,0.2715,0.3057,0.6637,0.1577,0.9911,0.2096,0.5709,0.062,0.2486,0.2397,0.668,0.8747,0.5832,0.3785,0.7038,0.6651,0.5476,2.0254,0,0.0093,1.1696,0.1417,0.0167,0.549,0.204,0,0.559932,0.440068,0.174794,0.180833,0.224315068,584
chr17,16127038,16127735,TE,0,0.5501,0,0,0.7297,0.7841,0.3307,0.479,3.0785,1.1079,0,1.1415,0.3251,0.0101,0.1152,0.8396,1.7071,0.5363,0.5773,0.8822,0.7944,0.84,1.4729,0.5555,0.0431,0.4076,1.3547,0,1.0008,0.0302,1.0248,0.542324,0.457676,0.199981,0.231759,0.150645624,697
chr17,16863689,16864478,TE,0,0.1403,0,0,0.196,0.2263,0.1169,0.1252,0.352,0.3336,0,0.5188,0.7628,0.0995,0.1909,0.4201,0.3188,0.2072,0.0953,0.5439,0.6901,0.6266,1.9715,0.6293,0.0612,0,0.2812,0.1195,0.4031,0.1766,0.1153,0.543726,0.456274,0.995817,0,0,789
chr17,17545293,17546041,TE,0.135,0.9113,0.0303,0,0.6349,0.4532,0.3485,0.335,1.5092,0.3712,0.0391,0.4958,0.3902,0.0527,0.055,0.6305,1.0792,0.3959,0.1641,0.956,0.4343,0.7733,1.014,0.4069,0.1179,0.5267,0.0533,0.1472,1.2198,0.9141,0.1416,0.562834,0.437166,0.0473202,0.0473006,0,748
chr17,17561898,17562602,TE,0,1.245,0,0,0.8826,0.776,0.0651,0.728,0.3384,1.5758,0,0.7377,0,0.324,0.0278,0.5524,2.9703,0.5083,0.19,0.997,1.6841,1.6888,4.1414,0.7384,0,3.9718,0,0,0.5444,0,0.0492,0.572443,0.427557,0.0116295,0.0116295,0.353693182,704
chr17,17581192,17581882,TE,0,0.7404,0,0,0.3755,0.184,0.0424,0.3872,0.9627,0.2107,0,0.786,0.256,0.2176,0.1499,0.6658,0.9772,0.022,0.3838,0.4854,0.4763,0.547,0.9365,0.3627,0,0.151,0,0,0.1465,2.023,0,0.54058,0.45942,0.0350283,0.0360163,0.311594203,690
chr17,17586311,17587024,TE,0.5226,0.548,1.2476,0,0.6367,0.2692,0.3889,0.3629,0.179,0.6893,0.1056,0.4063,0.3305,0.1365,0.0858,0.4274,1.1714,0.4082,0.5042,0.5706,0.7143,0.5518,0.7749,0.2518,0,0.016,1.0267,0.0695,0.7581,1.3431,0.2263,0.605891,0.394109,0.230184,0.255483,0.426367461,713
chr17,17653274,17653956,TE,0,0.5017,0,0,0.5841,0.6075,0.3062,0.3577,0.6913,0.2615,0.163,0.7634,0.4041,0.3611,0.2822,0.8412,0.8785,0.4862,0.8506,1.2096,1.7483,0.7338,2.0418,0.5082,0.4162,2.6202,0.4275,0,1.8943,0.097,0,0.555718,0.444282,0.0665462,0.0665462,0,682
chr17,17749211,17749858,TE,0.5757,0.3302,0,0,0.3297,0.5611,0.5448,0.4324,0.7461,1.0566,0.2363,0.796,0,0.2868,0.3211,1.2286,1.3402,0.8611,0.4586,1.6437,2.0072,1.1482,2.3429,0.1866,0,0.0264,0,0.1965,9.0614,0,0.2726,0.579598,0.420402,0.0763646,0.0763646,0.731066461,647
chr17,17876336,17876810,TE,0.6015,0,0.0239,0,0.5065,0.4944,0.4777,0.557,0.7074,0.7548,0.6254,0.5401,0.5695,0.154,0.3786,0.4355,0.4598,0.253,0.0539,0.9527,0.4755,0.7732,0.9625,0.4633,0.1291,0.0798,0.2573,1.3329,0.3516,0.4083,0.1377,0.544304,0.455696,0,0,0.742616034,474
chr17,17876814,17876828,TE,0.6467,0,0,0,0.2973,0.2414,0.1947,0.0125,0.1182,0.1323,0.5057,0.1242,0,0.0768,0.0891,0.3888,0,0,0,0.7669,0.004,0.1032,0,0.1383,0,0,0.6187,0,0,0,0.1803,0.642857,0.357143,0,0,0,14
chr17,17876881,17877324,TE,0.1358,0.19,0,0,0.2854,0.3763,0.3592,0.1728,0.5988,0.7366,0.3373,0.2203,0.6653,0.1799,0.2079,0.1075,0.1355,0.1059,0.0877,0.5571,0.6431,0.5512,0.6715,0.3912,0.0891,0.1126,1.6876,0.2038,0.3247,0,0.514,0.532731,0.467269,0,0,0.936794582,443
chr17,20443451,20443973,TE,0,0.1353,0.1802,0,0.1454,0.441,0.4276,0.1875,0.1063,0.5258,0.0474,0.5102,0,0.0682,0.2023,0.356,0.5384,0.4122,0.132,0.1368,1.4714,1.5486,1.1391,0.281,0,0.1388,0.2119,0,0.3222,0,0,0.614943,0.385057,0,0,0.879310345,522
chr17,20645081,20645542,TE,0,0,0,0,0.0374,0.1268,0,0.2451,0.1159,0.1139,0,0.1126,0,0.0549,0,0.1099,0.3165,0.0512,0,0.1391,0.4197,0.5724,0.8802,0,0,0.0097,0,0,0.0009,0.0895,0,0.598698,0.401302,0,0,0.989154013,461
chr17,21929095,21929555,TE,0,0.7095,0,0,0,0.1673,0.1483,0.2444,0.1683,0.021,0,0.2178,0,0.0272,0.1012,0.1114,0.2346,0.3953,0.055,0.4538,1.073,1.4126,1.5472,0.3294,0,0,0,0,0.2595,0,0.1309,0.586957,0.413043,0.100258,0.100259,1,460
chr17,22255594,22256501,TE,0.2475,0.7529,0.0585,0,0.5584,0.4603,0.5509,0.7221,0.1992,1.4498,0.0634,1.029,0.3022,0.2917,0.3045,1.1145,1.0854,0.5959,0.6398,0.8393,2.2376,1.6419,3.7565,1.3073,0.1752,1.2355,0.3027,0.1823,0.8971,0.189,0.0627,0.576626,0.423374,0.0637558,0.0637558,0.70893054,907
chr17,22882712,22883100,TE,0,0.243,0,0,0.2328,0.754,0.3654,0.4777,0.7475,1.3952,0,0.6303,0.2916,0.0944,0.2399,0.4495,1.1733,0.2272,0.3944,0.5649,0.7569,0.5912,0.771,1.2072,0.1861,0.2283,0,0,1.5154,0.4257,0,0.590206,0.409794,0,0,1,388
chr17,23739864,23740605,TE,1.7833,0.8017,0.9663,0.1033,2.3433,1.0695,0.9315,0.8395,2.2685,0.2802,0.968,0.9698,0,0.2479,0.3221,0.4074,1.0597,0.562,0.2994,0.8697,0.52,0.6324,0.7623,0.2451,0.5287,0,0.4715,0.1167,0.427,0.4268,0.1397,0.518219,0.481781,0.234233,0.0851701,0.198380567,741
chr17,23758094,23758717,TE,0.0836,0.4904,0,0.3764,0.3469,0.3982,0.3556,0.299,0,0.4216,0.029,0.6614,0.4291,0.2888,0.2387,0.2321,0.1972,0.5559,0.1922,0.1002,0.6123,0.3883,1.5638,0.4483,0.0851,0.0117,0.5268,0.2183,0.5038,0.1734,0.1113,0.540931,0.459069,0.0274137,0.0269568,0.407704655,623
chr17,23780427,23780792,TE,0,0.7434,0,0,0.1606,0.2232,0.021,0.1832,0.2947,0.5732,0,0.225,0,0,0,0.1571,0.3669,0.2631,0.3214,0.4301,1.5064,0.9451,2.0604,0.0509,0.0603,0,0,0.2357,3.8996,0,0,0.536986,0.463014,0.0460634,0.0460634,0.298630137,365
chr17,23832493,23833238,TE,0.0806,0.554,0.0228,0,0.2157,0,0.1255,0.231,0.7905,0.1159,0,0.7299,0,0.2139,0.0945,0.3436,0.7851,0.4604,0.4909,0.8295,0.54,0.4978,2.714,0.0847,0.0339,0.5695,0.5555,0,3.0606,3.3734,0.1656,0.483221,0.516779,0.0365134,0.0365136,0,745
chr17,23864226,23864239,TE,0.5223,0,2.4551,0,0.5591,0.0965,0.0714,0.3038,0,0.4276,0.2926,0.7272,0,0,0.0243,0.7489,0.7695,0.7027,1.0961,0.2088,0.0643,0.3339,0,0,0.2157,0,0,0,0.4658,0.0978,0,0.461538,0.538462,0.00130769,0.00130769,0,13
chr17,23926672,23927280,TE,1.2069,0.9781,1.3498,0,1.4293,0.6622,0.731,1.2462,1.0741,0.4993,0.3908,1.6082,0.8551,0.3792,0.5062,0.8206,0.9824,0.426,0.6139,0.5207,2.2569,0.7153,2.8521,0.9233,0.2746,4.6047,0.3529,0.5747,28.3721,0.5606,0,0.529605,0.470395,0.136087,0.136095,0.702302632,608
chr17,24270829,24271635,TE,0.499,1.9696,0,0.1002,0.6079,0.4115,0.4262,0.2157,0.1167,0.5887,0.1267,0.6026,0,0.2413,0.2574,0.6108,0.5019,0.2281,0.4022,0.7028,1.5481,0.9199,1.2212,0.2547,0.2101,0,0,0.8612,2.8765,0.0736,0,0.549628,0.450372,0.285657,0.285659,0.848635236,806
chr17,24276355,24277012,TE,0.0677,0.5833,0.1969,0,0.3642,0.1104,0.1595,0.4024,0.1098,0.4256,0.561,0.6366,0.027,0.0555,0.1233,0.145,0.6107,0.3455,0.3455,0.8898,0.9137,1.5399,2.1006,0.4467,0.1075,0.6095,0.1327,0.4487,2.5498,0.3523,0,0.592085,0.407915,0.024545,0.024545,0.124809741,657
chr17,24339885,24340488,TE,1.9456,1.8915,0.6497,0.8131,1.1123,1.2396,0.8636,1.7321,2.3376,2.1732,1.1027,1.5784,1.4835,0.3333,0.1571,1.2597,0.8576,1.6542,1.6446,1.0083,3.6949,2.622,0.7625,0.9996,0.1851,0.4281,0.776,1.5752,1.8882,0.1868,0.0594,0.482587,0.517413,0.0108247,0.0108247,0.179104478,603
chr17,24931512,24932103,TE,0.224,1.0201,0.1674,0,0.6957,1.1166,0.6632,0.6826,1.0399,1.7381,0.1806,1.2041,0.2609,0.0196,0.197,0.6306,0.309,0.646,0.4563,0.1724,0.9778,1.161,1.0863,1.0582,0.034,0.2822,1.7865,0.3053,0.2397,0.0621,0,0.558376,0.441624,0.356343,0.187606,0.223350254,591
chr17,24948066,24948868,TE,0.0727,0.6416,0,0,0.1323,0.7175,0.3732,0.3949,0.2158,1.3156,0,1.3008,0,0.0118,0,0.7373,0.8518,0.0867,0.3657,0.7764,2.8329,2.5419,2.024,0.0905,0,0.6256,0,0,1.4413,0,0,0.551122,0.448878,0.00466917,0.00466917,0.662094763,802
chr17,25542698,25543214,TE,0.2649,0.5513,0.1621,0,0.3106,0.2067,0.6911,0.2827,0.1043,0.4323,0.1023,0.4296,0,0.4427,0.2538,0.5562,0.4976,0.486,0.3677,0.3319,0.8787,1.6852,5.2084,0.3897,0,0.1471,0.5923,0.3896,3.1446,0.2033,0,0.463178,0.536822,0.134183,0.134183,0,516
chr17,25891931,25892657,TE,0.1038,1.6516,0,0,0.4991,0,0,0.414,0.3266,0.3421,0.6787,0.3966,0,0,0,0,0.1909,0.0799,0.2199,0.5175,0.9836,1.0804,0.6203,0,0,0,0,0.1781,2.1655,0.1587,0,0.486226,0.513774,0.0179923,0.0179923,0,726
chr17,26732865,26734375,TE,4.5626,0.9214,0.3325,0,1.1467,1.4298,1.2083,3.3701,5.1304,2.6625,0.0067,1.4733,0.2631,0.4748,0.4943,1.244,0.9943,0.326,0.1739,1.0132,1.108,0.5327,1.2491,1.3296,0.2086,0.12,1.5879,0.3441,10.3219,0.2299,0.0089,0.474172,0.525828,0.112773,0.1006,0.122516556,1510
chr17,27146166,27146914,TE,0.3712,1.6728,0,0,0.3791,0.3879,0.417,0.3322,0.2443,0.32,0.3343,0.4405,0.9713,0.2177,0.2112,0.6722,0.6689,0.4233,0.2257,0.2329,1.3341,0.7369,2.1752,0.3561,0,0,0.1908,0.2284,0.3784,0.2136,0.0549,0.529412,0.470588,0.0190426,0.0190426,0.463903743,748
chr17,27178022,27178616,TE,3.2599,0.3774,0,0,3.8036,1.8562,1.821,3.4325,10.2808,2.3368,1.1535,2.5796,0.944,1.3963,1.0607,0.6922,2.2623,0.2553,0.4995,4.5081,1.0812,0.7758,0.7731,2.1571,0,0,16.6149,0.7294,8.6948,0.6061,3.5518,0.414141,0.585859,0.133325,0.133325,0.217171717,594
chr17,27315655,27316316,TE,0.7098,0.2118,0,0.2035,0.4396,0.3604,0.3077,0,0.851,0.5355,0,1.3055,0.144,0.0956,0,0.1231,0.7177,0,0,2.9091,3.0902,1.6465,2.6227,0,0,1.8399,0,0.0731,0.3838,0.7743,0,0.475038,0.524962,0.0928831,0.0928892,0.753403933,661
chr17,27367186,27368216,TE,2.637,0.6732,0,0,0.1374,0.1807,0.023,0.6795,4.2381,1.6509,0,0.6919,0.0272,0.3503,0.1603,0,0.7236,0.1842,0,0.9614,0.7893,0.8095,0.7025,0.7555,0,0,0.6642,0,0.8288,0,0.1415,0.450485,0.549515,0.0427839,0.0427839,0.313592233,1030
chr17,27375429,27376186,TE,0.1924,0.6225,0,1.1444,0.3203,0.6028,0.7457,1.7818,5.7812,2.2761,0,0.9961,0.1251,0.4491,0.5332,0.4563,0.9557,0,0,0.6408,3.1222,1.9833,1.5435,1.9168,0,0.476,0,0.0413,2.7263,0,0,0.51255,0.48745,0.13935,0.139352,0.22985469,757
chr17,27377309,27378375,TE,1.1399,0.2003,0.35,0.9708,0.7666,0.7829,1.0334,1.2361,3.2114,3.5669,0.3507,1.7431,0.4342,0.3245,0.4367,0.5264,0.3292,0.4631,0.3734,0.542,1.3084,2.6312,7.4211,2.0909,0.4536,1.362,0.2754,1.193,0.0285,0.2573,0.0701,0.483114,0.516886,0.143512,0.143514,0.47467167,1066
chr17,27552542,27553003,TE,0,0.7514,0,0,0,0,0,0,0.3385,0,0,0.0408,0,0,0.1891,0,0.3845,0,0,0.3765,1.3906,1.1439,4.6397,0,0,0,0.9483,0,0.7494,0,0.404,0.483731,0.516269,0.305535,0.29184,0.045553145,461
chr17,27638391,27639320,TE,1.1131,0.6588,0.3513,0,0.3341,1.2882,0.4498,1.0686,2.8756,1.3643,0,2.4924,0.6412,0.5218,0.3273,0.7996,1.0161,1.2214,0.5729,1.9638,4.5429,3.1916,5.2538,0.9751,0,1.0935,1.0969,0.0597,1.3077,0,0.0539,0.449946,0.550054,0.298516,0.299036,0.209903122,929
chr17,27719983,27720595,TE,1.2026,0.359,0,0,0,0.2741,0.1358,0,0.2952,0,0,0.7093,0.0463,0,0,0.5961,0.2692,0.3943,0,0.208,0.6705,0.5962,4.2127,0.3213,0,0.4118,0.0612,0,1.053,0,0,0.480392,0.519608,0.194727,0.13697,0.290849673,612
chr17,27739724,27740516,TE,0.8698,0.7288,0.3374,0,0.6512,0.4994,1.3249,0.9713,1.1644,1.985,0.1427,1.3058,0.8344,0.3932,0.5436,1.1425,0.4163,0.8738,0.1782,0.5605,2.1348,1.458,1.6483,1.4511,0.2909,1.3331,1.1801,0.3811,22.8823,0.402,0,0.5,0.5,0.0876931,0.0884551,0.262626263,792
chr17,28077358,28077950,TE,3.3213,0.9365,0,0,0.2247,1.2754,0.959,1.4759,2.2832,1.8449,0,2.1667,1.0771,0.687,0.6889,0.8459,1.0977,0.577,0.2815,0.4883,1.1656,1.4657,2.8354,0.8013,0,0.2622,3.353,2.3172,2.0209,0.1703,0.278,0.476351,0.523649,0.038315,0.038315,0,592
chr17,28130913,28131914,TE,0.015,0.9446,0,0,0,0.185,0.4978,0.8979,2.3722,1.4532,0,1.5487,0.1304,0.4469,0.4344,0.1669,0.5638,0.7549,0.3659,1.4605,0.73,1.0485,3.8889,0.9303,0.9933,0.5835,1.8011,0.123,33.5499,0,0,0.468531,0.531469,0.130129,0.130129,0,1001
chr17,28317168,28317281,TE,0,0.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2184,0,0,0.344,0.0754,0.4653,0.1616,0,0,0,0,0,2.4118,0,0,0.495575,0.504425,0.232242,0.232242,0.778761062,113
chr17,28921725,28922477,TE,1.4589,0,0.2596,0.1665,1.9602,2.5289,1.6574,1.9789,3.1614,2.2501,0.7057,3.3688,1.4173,0.6923,0.7643,2.1437,1.8345,1.203,0.8147,1.8053,3.5918,2.1862,1.6825,1.7096,0.7175,0.8847,0,0.9153,18.8266,0.4765,0.2759,0.522606,0.477394,0.11521,0.115216,0.936170213,752
chr17,29064123,29064650,TE,2.1422,1.8606,0,0,0.9977,0.6072,0.6402,0.5187,0.7182,0.9563,0,0.9363,0.1096,1.2853,0.277,0.7753,0.6069,0.2971,0.2745,1.1885,0.4593,0.5546,0.7133,0,0.0204,0.3505,0,0,0,0,0,0.504744,0.495256,0.107324,0.107326,0.772296015,527
chr17,29117907,29118440,TE,2.1007,0.2547,0.0877,0,0.5441,1.5284,0.8159,2.1505,1.0939,2.9215,0.3239,1.8054,0.672,0.2471,0.3668,1.268,0.7848,0.7426,0.3482,0.5179,3.0984,1.3597,2.2947,0.9164,0.0086,0.3642,0.0341,0.9531,0.0816,0.2589,0,0.482176,0.517824,0.0371155,0.0371184,0.283302064,533
chr17,29144582,29145786,TE,7.4245,0.1462,3.8219,0,0.9067,1.6039,0.8399,2.2219,2.1675,3.0718,3.1926,2.0169,1.3269,0.252,0.4988,0.824,1.2027,1.0906,0.4806,3.0315,2.0864,3.2688,5.2891,1.9811,0.9163,2.0102,1.8591,1.7263,25.5547,0.0882,0.7598,0.438538,0.561462,0.10854,0.128054,0.26910299,1204
chr17,29161503,29162528,TE,3.4344,0.3533,1.3179,0,1.325,1.291,1.1231,1.4969,0.9039,2.2184,0.4533,1.723,1.1331,0.6286,0.3477,1.2686,1.4006,1.3297,0.8014,2.4223,0.78,0.9514,1.6487,1.2013,0.2865,0.7531,0.5225,1.0116,9.8767,4.2374,0,0.479024,0.520976,0.103083,0.103086,0.125853659,1025
chr17,29193407,29194392,TE,2.6445,0.9792,0.0569,0,1.0307,2.3786,1.0715,1.9721,1.5426,3.288,0,2.0523,1.2615,1.5862,0.8965,0.6576,1.3509,0.8999,0.1251,0.9934,1.3853,0.8569,1.3484,2.1759,1.0812,2.0897,5.7524,2.2401,1.7759,0.6147,0.7664,0.485279,0.514721,0.126381,0.126382,0.236548223,985
chr17,29323861,29324806,TE,1.1823,0.9963,0.155,0.0018,0.5375,0.4105,0.6543,0.91,0.681,0.7605,0.0305,1.0445,0.6884,0.5869,0.4035,1.0087,1.1743,0.8503,0.8494,0.8401,3.4051,3.1923,2.8104,0.9988,0.1791,0.6722,1.2059,0.5343,11.7341,0.1702,0.2905,0.456085,0.543915,0.191244,0.224462,0.197883598,945
chr17,29468250,29468797,TE,0.1475,0.921,0,0,0.1768,0.3795,0.1794,0.2063,0.5854,1.1561,0,0.72,0,0.0102,0.014,0.2437,0.2097,0.3286,0.0381,0.1272,1.1656,0.5552,2.3362,0,0.2212,0.1796,0.7501,0.2224,4.7065,0,0,0.47532,0.52468,0.0483612,0.0483612,0.548446069,547
chr17,29536049,29536563,TE,0.3387,0.8475,1.1402,0,3.3543,1.8691,1.2507,2.4518,5.571,2.9724,0.3047,2.5384,0.8475,1.0031,0.9485,1.4108,2.1079,1.5844,0.9451,2.2046,3.739,1.0973,3.1489,1.3345,0.781,10.7296,1.8487,0.7653,58.6397,0.3473,0.3854,0.507782,0.492218,0.0787067,0.0787067,0.206225681,514
chr17,29542230,29542967,TE,0,0.3621,0,0,1.3382,0.9673,0.9313,1.1794,2.8423,3.5469,0,0.7193,0.292,0.3386,0.5299,0.7063,1.0502,0.2344,0.0098,1.155,2.4959,1.2069,0.8668,1.0505,0.0523,1.5427,1.892,0.1457,2.5363,0.481,0.4672,0.504749,0.495251,0.0684218,0.0684218,0.643147897,737
chr17,29565710,29566386,TE,0.2819,1.0718,0.0441,0,0.3796,0.8419,0.3113,0.1714,0,0.948,0.0966,0.4401,0,0.2719,0.1453,0.1293,0.5217,0.2861,0.1926,0.1833,0.4933,0.5111,1.1316,0.259,0.0698,1.3815,0.3223,0.4105,0.1937,0.2687,0.0021,0.553254,0.446746,0.115237,0.115239,0.464497041,676
