enhancer_constituent_id,chrom,start,end,Class,Esrrb,Klf4,4-Oct,Sox2,Nanog,OSN,Stat3,Smad3,Tcf3,Prdm14,Tcfcp2I1,Nr5a2,Med1,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Med12,p300,Pol2,CBP,Lsd1,Brg1,Brd4,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,Dnase,Tbx3,Smad1,Kap1,Ronin,Zfx,CTCF,Tfe3,cMyc,CDK8,CDK9,pct_AT,pct_GC,phastCon_verti,phastCon_placental,phasCong_Average,Ell3,TET1,Aff4,Ring1B,CapH2,REST,Utx,Ell2,SA2,TBP,CTR9,Spt5,BioYY1,SA1,Rad21,MCAF1,SetDB1,Smc3,TET2,Wdr5,NcoA3,Atrx
INT_STITCHED_2941_0,chr6,7772595,7773700,TE,0,0.0568,1.3705,2.1075,3.9403,2.472766667,0.2708,1.0362,1.5501,0.5,0.016,0,0.3337,0.1098,0.5801,0.0324,0.1571,0.9227,2.2588,0.1089,1.1006,1.0639,0.3991,0.5097,0.1223,0.2926,1.0903,0.2552,0.8812,0.8963,0.0963,0.0983,0,0.1456,0.0727,0.0305,0,0,0.0998,0.8518,0.4132,0.563801,0.436199,0.0561384,0.0561384,0.0561384,0.4793,0.1576,0.2522,0.032,0.4801,0.3944,0.236,0,0.0175,0.064,0.2314,0.2147,0,0.1764,0,0.1042,0.2638,0.4555,0.1179,0.2069,0,0
INT_STITCHED_3611_0,chr7,73235566,73236096,TE,0.5243,0.1384,0.7761,0.6863,1.4312,0.964533333,0.0886,0.4372,0,0.0988,0.2806,0.186,0.3453,0.2925,0.3856,0.0339,0.0075,0.5236,1.8588,0.647,0.2762,0.7561,0,0.3938,0.0246,0.1376,0.3804,0.152,0.7289,0.1045,0.258,0.0034,0,0.1439,0,0,0,0.0839,0.3048,0.5419,0.5192,0.509434,0.490566,0.052993,0.0529947,0.05299385,0.6501,0,0.1327,0.1905,0.2557,0.2074,0.1141,0,0,0.231,0.3281,0.1575,0.6574,0.8784,0,0.1774,0.1497,0.1118,0.5553,0.1465,0,0
INT_STITCHED_3841_0,chr7,137395511,137395993,TE,7.3105,0.4893,1.5158,2.0755,1.8471,1.8128,0,3.4279,2.5502,3.9643,0.9763,0.84,1.3616,0,0.2456,0,0,3.0208,10.1648,0.2024,2.0501,2.0799,0.1768,1.2073,0.7846,1.5311,0.9949,1.7801,1.9245,0.4019,0.7585,0.0411,0.9854,0.1108,0,0.0792,0,0,0,1.8507,0.6315,0.504149,0.495851,0.283667,0.283667,0.283667,0.4785,0,1.9766,0.048,0.0197,0.5979,0.5453,0,0.2668,0.6125,0.3173,0,0,0,0.4749,0,0,0,0.556,0,0,0.3156
INT_STITCHED_473_0,chr1,140102296,140103007,TE,0.5442,0.1239,0.9057,0.8286,1.0175,0.917266667,0,0.0653,0,1.3114,0.1447,0.1467,0,0,0.2089,0,0,0.2132,0.3939,0,0,0.1787,0,0,0,0.0124,0.1524,0.3067,0,0,0.5097,0.076,0,0.1622,0.068,0.0066,0,0,0,0.2617,0.1022,0.54571,0.45429,0.489149,0.517834,0.5034915,0.5399,0,0.2615,0,0.2187,0,0.227,0,0.0164,0.1581,0.0097,0,0,0,0.2781,0,0,0,0,0,0.3862,0.0017
INT_STITCHED_7155_0,chr15,43091171,43092051,TE,0.1719,0.0779,1.436,1.6069,4.9065,2.6498,0.0457,0.5416,0.9885,0.3216,0.045,0,0.0672,0.111,0.5233,0,0,0.0782,0.0465,0.0428,0.1455,0.4011,0,0.0954,0.0921,0.1678,0.5208,0.8627,0.2668,0.1346,0.1836,0.0767,0.0947,0.0948,0,0,0,0,0,0.1632,0.3488,0.647727,0.352273,0.153217,0.159541,0.156379,0.0658,0,0.066,0.0618,0.0845,0,0.4383,0,0.0994,0.1098,0.0966,0.0943,0.0801,0.139,0,0.1199,0.0821,0.0183,0,0.2284,0,0
INT_STITCHED_4569_0,chr9,60668970,60669572,TE,0,0.0466,1.0238,1.0073,1.5778,1.202966667,0,0.357,0.3788,1.2827,0.6791,0.3469,0.113,0.4085,0.5717,0.2104,0,0.1133,0.0156,0,0.0893,0.3645,0.239,0.358,0.2419,0.136,0.405,0.8078,0.1137,0.153,0.7134,0,0,0.261,0.0238,0.3493,0,0.0117,0,0.0929,0.1974,0.5299,0.4701,0.173672,0.173675,0.1736735,0,0.5862,0.1117,0.0241,0,0,0.1169,0,0.0634,0,0,0.0285,0,0,0,0,0.0025,0.0837,0,0.028,0,0
INT_STITCHED_7648_0,chr17,4948180,4949013,TE,6.0088,0.4978,0.4739,0.7793,0.9234,0.725533333,0.5516,0.7008,0.4977,2.759,0.3255,1.2785,0.6292,0.0968,0.9796,0,0,0.8315,0.896,0.0367,1.3004,1.1486,0.7304,0.6886,0.4622,0.2981,0.8584,1.2062,1.1221,0.3351,1.6866,0.0613,0.5447,0.0975,0,0.2245,0,0.0814,0.1282,0.5659,0.9695,0.542617,0.457383,0.0825478,0.0763424,0.0794451,0.7279,0,0.384,0.4268,0.1005,0.5313,0.182,0,0.1961,0.1137,0.3693,0.1172,0,0,0,0.202,0.1551,0.3359,0,0.0709,0,0.3721
INT_STITCHED_7686_0,chr17,10964962,10965415,TE,0.1442,0.1353,1.0232,0.8725,3.9079,1.934533333,0.2447,0.2917,0.5866,0.3996,0.0497,0.1815,0.3018,0,0.2573,0.061,0,0.4741,0.0023,0,0.2176,0.4405,0.751,0.3134,0.1526,0.3098,0.1874,0.5671,0.1983,0.3714,0.5185,0.0248,0,0.0877,0,0.0631,0,0,0,0.355,0.2064,0.613687,0.386313,0.00680938,0.00681159,0.006810485,0,0.2449,0.1443,0.1279,0.1846,0,0.1958,0,0.2231,0.0212,0.0853,0.0323,0,0,0.0773,0.1092,0.2302,0.0225,0.3474,0.0358,0,0
INT_STITCHED_608_0,chr1,181534368,181535207,TE,4.3261,0.1507,1.8573,1.3555,3.0446,2.0858,0.1218,0.4734,0.3303,6.2078,0.5118,0.2167,0.6151,0.0668,1.1875,0.159,0.7723,0.8474,1.0918,0,1.3646,1.2653,0.2103,0.389,0.3569,0.3773,0.7073,0.9507,0.2993,0.6376,0.5385,0.0515,0.4831,0.0796,0.1391,0.3336,0.0259,0,0.0078,0.5959,0.7076,0.568534,0.431466,0.33331,0.341768,0.337539,0.6545,0.5127,0.2801,0.195,0.0868,0.3692,0.3659,0,0.304,0,0.1309,0.1592,0,0,0,0.098,0.0887,0.1106,0.0784,0.0206,0,0.2281
INT_STITCHED_2071_0,chr4,95351298,95352085,TE,1.3771,0.0013,5.214,1.4587,1.1038,2.592166667,0.0086,1.2978,0.9811,2.9274,3.6413,0.4042,0.4402,0.5463,0.1913,0.5771,0,1.072,1.0725,0.3656,1.7197,1.2866,0.7822,0.8711,0.2843,0.3092,1.2002,2.0273,1.1179,1.0414,2.8977,0.1556,0.4452,0.1589,0,0.3816,0,0,0.4668,1.0439,0.6507,0.533672,0.466328,0.31249,0.393481,0.3529855,1.3264,0.2982,0.8517,0.5801,0.8323,0.3716,0.4653,0,0.5121,0.434,0.296,0.1419,0,0.0667,0.0498,0.1959,0.0419,0.2842,0.3266,0.1567,0,0.2101
INT_STITCHED_1737_0,chr3,130787523,130788124,TE,1.5711,0.4649,3.4057,2.5322,2.1809,2.706266667,0,0.7647,1.536,12.7942,0,0.3016,0.4865,0.4586,0.5925,1.3131,0,0.8492,1.2885,0.5666,2.5035,0.9674,1.0775,0.9211,0.312,0.1888,0.6457,1.2275,0.3729,0,2.3442,0.3261,0,0.1523,0.1512,0.3792,0,0.0794,0,0.8835,1.098,0.55574,0.44426,0.356798,0.323921,0.3403595,0.5463,0.9988,0.5084,0.422,0.5919,0,0.4126,0,0.5224,0.3362,0,0.1066,0,0,0.0693,0,0,0,0,0,0,0.359
INT_STITCHED_335_0,chr1,96926907,96927568,TE,0,0.0169,1.2217,2.6599,5.4222,3.101266667,0.1737,0.8541,1.4918,0.4496,0.0679,0.3406,0.1132,0,0.0946,0,0,0.2642,0.2503,0,0.4651,0.4704,0,0.154,0.1897,0.2253,0.4054,0.6429,0.2572,0.4935,0.3704,0.0073,0.1956,0.0719,0,0,0,0,0,0.2827,0.4007,0.664145,0.335855,0.103875,0.103876,0.1038755,0.3611,0.2012,0,0,0.1562,0.1681,0.1373,0,0.1071,0,0.082,0.0714,0,0.0698,0,0.0898,0.0371,0.1031,0,0.0782,0,0
INT_STITCHED_8454_0,chr19,38422616,38423455,TE,1.9394,1.0172,3.1135,0.5602,5.2225,2.9654,0.3571,1.1802,2.2361,8.8335,1.2156,0.8558,0.449,0.4919,0.483,0.4711,0.5293,0.9419,0.6773,0.4139,0.8498,1.1998,0.5745,0.7565,0.4068,0.256,0.6891,2.2298,0.5522,0.4542,5.4028,1.4767,0.5223,0.2384,0.1055,0.1798,0,0.0778,0,0.9914,0.623,0.519666,0.480334,0.184504,0.184505,0.1845045,0.4076,0.1627,2.0935,0.8735,0.9137,0.5784,0.6005,0,0.486,0.5533,0.1977,0.3801,0.1392,0.0598,0,0.1911,0.1941,0.4752,0.2943,0.3208,0.2532,0.4935
INT_STITCHED_5193_0,chr10,95762338,95763242,TE,0.3826,0.1157,0.602,1.5004,2.5776,1.56,0.1664,0.6591,0.5555,0,0.071,0,0.2161,0.0447,0.7914,0.0079,0.3374,0.3863,0.1829,0,0.8703,0.26,0,0.3011,0.0822,0.1273,0.5253,0.2811,0.7046,0.648,0.2298,0.2522,0.209,0.1399,0.1312,0.1845,0,0.0935,0.009,0.5165,0.2915,0.586283,0.413717,0.139171,0.147301,0.143236,0.3382,0,0.0469,0.1833,0.198,0.1583,0.2015,0,0.0434,0,0.1415,0.1772,0,0.0456,0.0882,0.0927,0.054,0.1866,0,0.1384,0,0
INT_STITCHED_6682_0,chr14,13190267,13190694,TE,0,0.1715,0.7357,1.2547,0.9791,0.989833333,0,0.3767,1.3886,0.9626,0.0749,0.1931,0.2385,0,0,0,0,0.5452,0.938,0,1.6283,0.7279,0,0.2751,0.1105,0.0028,0.749,0.1574,0.4109,0.1738,0.1101,0,0,0.069,0,0,0,0,0,0.2921,0.2679,0.557377,0.442623,0.119215,0.119215,0.119215,0.8588,0.0907,0.2216,0.0685,0.7296,0.4215,0,0,0,0.3078,0.1677,0.2564,0,0.0995,0,0.1325,0.0902,0.2066,0,0.1994,0,0
INT_STITCHED_3285_0,chr6,103760276,103761064,TE,1.7102,0.1891,1.6839,1.6368,5.4596,2.926766667,0.0289,0.4034,6.1514,1.6655,0.1702,0,0.2275,0,0.7659,0.1871,0.2629,0.308,0.1386,0.022,0.8591,0.5176,0.1692,0.3116,0.1163,0.2062,0.3963,1.2575,0.4896,0.3664,0.8699,0.2571,0.3342,0.1057,0,0.1022,0,0,0,0.1389,0.422,0.576142,0.423858,0.600003,0.590309,0.595156,0.2643,0,0.7883,0.3595,0,1.1428,0.3302,0,0,0,0.1351,0.1326,0,0.0215,0,0.1439,0.0668,0.0917,0,0.1537,0,0
INT_STITCHED_7602_0,chr16,89863227,89864132,TE,2.0943,0,0.697,2.5132,2.4737,1.894633333,0.0337,0.2392,1.414,1.5972,0,0.2093,0.1476,0,0.2155,0,0,0.766,1.4842,0,1.5363,0.8846,0.2965,0.873,0.0086,0.2041,0.2787,0.9359,0.3223,0.0192,1.137,0.2258,0.2927,0.1808,0.0777,0,0,0.0992,0,0.3565,0.0415,0.492818,0.507182,0.233567,0.233567,0.233567,0.6075,0,0.6049,0.1986,0,0.0929,0.7804,0,0.1148,0.1433,0,0,0,0,0.1247,0,0,0,0,0,0,0.0876
INT_STITCHED_8709_0,chrX,101391779,101392412,TE,1.1711,0.2039,1.4017,1.3568,0.7559,1.171466667,0.4765,0.3176,0.9257,6.3716,0.2446,0.1353,0.3718,0.7492,0.4977,0.1493,0.2966,0.7213,0.6608,1.3198,0.3473,1.1532,1.0018,1.5162,0.349,0.3567,0.9615,1.2674,1.1188,0.4665,1.8502,0,0.4997,0.108,0,0.4437,0,0.0777,0,1.0683,0.7111,0.549763,0.450237,0.049276,0.0492761,0.04927605,0.8559,0.1641,0.0483,0.441,0.2588,0,0.2515,0,0.8776,0.2456,0.1929,0.2952,0.0244,0.4776,0.1349,0.1876,0.2073,0.3445,0,0.158,0,0.1702
INT_STITCHED_7214_0,chr15,65775050,65775485,TE,0,0,1.1249,1.4083,0.7114,1.081533333,0,0.5786,0.0593,0,0,0,0.2529,0,0.7075,0.0464,0,0.8277,0.3598,0.0369,0.1462,0.5948,0.674,0.6748,0.0231,0.0957,0.6159,0.2766,0.206,0.1896,0.2416,0.0825,0.0592,0.0999,0.0275,0.0657,0,0,0,0.3183,0.3527,0.524138,0.475862,0.0521305,0.0521317,0.0521311,0.9593,0,0,0.1339,0.3646,0.0666,0,0,0,0.0468,0.1331,0.14,0,0.0131,0,0.0709,0.2922,0.2223,0.0674,0,0,0
INT_STITCHED_6025_0,chr12,67128506,67128996,TE,0.6051,0.3161,1.8135,2.1986,1.8144,1.942166667,0.1514,0.5957,0.7279,1.3246,0.0586,0.4046,5.00E-04,0,0.3787,0,0,0.2871,0.3281,0.0612,0.5396,0.2307,0.3195,0.214,0.2129,0.3966,0.4335,0.1761,0.5449,0.6606,0.716,0.3445,0.255,0.1009,0,0,0,0,0,0.2827,0.3663,0.606122,0.393878,0.0477484,0.0477511,0.04774975,0.3127,0.1384,0.0502,0.135,0.2563,0,0.1495,0,0,0.2107,0.1786,0.0883,0,0,0.1249,0.1846,0.1699,0.0922,0.0424,0.1677,0,0
INT_STITCHED_7999_0,chr18,4891729,4892210,TE,0,0,0.709,0.8037,2.6089,1.373866667,0.1887,0.0195,1.6876,2.7731,0,0.3958,0.0726,0,0.4463,0,0,0.1629,0.0725,0.0079,0,0.221,0,0.1272,0.2083,0.0468,0.6214,0.0521,0.2875,0.0616,0.5551,0.2951,0,0.2348,0,0.1926,0,0,0.2664,0.1789,0.1708,0.540541,0.459459,0.107954,0.107956,0.107955,0.3469,0,0.0352,0.2017,0,0,0.2831,0,0,0,0.1965,0.1397,0,0.123,0,0.2086,0.1846,0.2475,0,0.2089,0.423,0
INT_STITCHED_3902_0,chr7,149590776,149591366,TE,0.1954,0.0638,0.8393,1.216,2.2566,1.4373,0.0716,0.7865,0.2616,11.2306,0.167,0.0581,0.0631,0.0683,0.0021,0,1.241,0.1224,1.4637,0.0365,0.2256,0.6208,0.4403,0.3676,0.0246,0.0407,0.4581,0.4426,0.3792,0.1516,1.1247,0.1485,0,0.311,0.2886,0,0,0,0,0.3446,0.1572,0.576271,0.423729,0.127759,0.127759,0.127759,0.3894,0,0.1258,0.1457,0.2067,0.3671,0.0803,0,0.2655,0.1039,0.1457,0.1212,0,0,0,0.1141,0.0819,0.2086,0.2007,0.1317,0,0
INT_STITCHED_5249_0,chr10,117897927,117898949,TE,0.3212,2.7606,1.0301,0.9412,3.7936,1.921633333,0.0641,1.9552,1.3352,0.9595,0.476,0.0967,0.3084,0.2271,1.2251,0.1207,0,0.9489,1.2694,0.6106,2.3459,1.1372,0.7553,0.9277,0.3433,0.4764,0.5754,0.8568,0.4988,0.9315,1.9646,0.2564,0.2806,0.1368,0.2872,0.1053,0,0.0059,0,0.9312,0.37,0.53816,0.46184,0.0276242,0.0276253,0.02762475,0.4714,0.2418,1.0751,0.394,0.035,0.16,0.5954,0,0.4677,0.6234,0.0819,0.1236,0.1397,0.0594,0.424,0.0899,0.0491,0.1242,0.1065,0.0558,0.0418,0.0673
INT_STITCHED_2278_0,chr4,138788198,138789022,TE,0.6479,0,1.9653,0.8146,0.9131,1.231,0,0.8601,1.2147,0.9701,1.2269,0,0.821,1.9936,0.9758,0.2339,0.0116,1.4565,4.6947,0.9753,0.9001,1.5594,0.6149,0.3142,0.6958,0.257,0.4443,1.1578,0.4965,0,2.199,0.1747,0,0.2491,0.2987,0,2.5552,0.2513,0,0.635,0.771,0.492718,0.507282,0.113138,0.113139,0.1131385,0.6016,0.0648,0.3255,0.4217,0.4419,0.6051,0.2045,0,0.1319,0.8465,0.0666,0.1607,0.1277,0.0155,0,0.1127,0.2618,0,0.118,0.0145,0,0
INT_STITCHED_1841_0,chr4,11005337,11005975,TE,0.001,0,1.2303,0.7614,0.4442,0.811966667,0,0.129,0,0,0.0585,0,0.2755,0.0247,0.7161,0,0,0.349,0,0,0.1433,0.3476,0,0.4495,0.2277,0.0911,0.1662,0.8354,0.2888,0.1051,0.118,0,0,0.0487,0,0,0,0,0.2361,0.1341,0.156,0.550157,0.449843,0.149946,0.149946,0.149946,0.0332,0,0.2332,0.0995,0.1723,0,0.2848,0,0.2691,0,0.0908,0,0,0,0,0.1187,0.1267,0.0512,0,0.1393,0,0
INT_STITCHED_2841_0,chr5,136871558,136872303,TE,0.0533,0,0.9784,1.009,0.6908,0.892733333,0,0,0,14.045,0,0,0,0,0.3175,0,0,0,0.4669,0,0.0227,0.1789,0.3046,0,0,0,0,0.4451,0,0,0.6203,0.222,0,0.1415,0.208,0,0,0,0,0,0,0.49396,0.50604,0.0390056,0.0390056,0.0390056,0.024,0,0.0562,0.0142,0.1825,0,0,0,0,0.2115,0,0,0,0,0.5423,0,0,0,0,0,0,0
INT_STITCHED_5076_0,chr10,69754833,69755465,TE,0.1122,0.2317,1.0433,0.6287,0.8264,0.8328,0.3689,1.2339,1.0667,2.1571,3.6986,0,0.4886,0.2743,0.3048,0.167,0,0.9524,7.7275,0.1494,2.3738,1.6994,0.71,0.7351,0.483,0.3925,0.4085,1.7983,0.2563,0.7644,2.267,0.1035,0.0017,0.1051,0.1854,0,0,0.1513,0,0.9431,0.5687,0.518987,0.481013,0.0793345,0.0793345,0.0793345,0.248,0.4898,0.2,0.338,0.1432,0,0.2621,0,0.5358,0.1812,0.1325,0.2445,0,0,0.2501,0.0782,0.1314,0.1496,0,0.2856,0,0.2712
INT_STITCHED_7528_0,chr16,43816337,43817156,TE,0.0073,0.2583,1.1894,0.5646,0.7554,0.836466667,0.1117,0.4488,0.179,0,0,0.2306,0.3032,0.0698,0.8427,0,0,0.3057,0.4461,0.0557,0.6772,0.808,0.393,0.279,0.1482,0.2149,0.5,0.5027,0.68,0.2888,0.3207,0,0.0885,0.1031,0.1688,0.169,0,0,0,1.0141,0.353,0.5116,0.4884,0.159054,0.15104,0.155047,0.5397,0,0.1064,0.085,0.3287,0,0.0132,0,0.182,0.2646,0.0659,0.2793,0.1103,0.1294,0,0.0448,0.091,0.1554,0.0445,0.262,0,0.1173
INT_STITCHED_2917_0,chr5,151078456,151078877,TE,0.2216,0,0.6364,0.5064,1.0654,0.736066667,0.1532,0.2008,0.1781,0.7368,0.1796,0,0.0261,0,0.8425,0.0857,0,0.1475,0.0448,0.1072,1.4192,0.1455,0.0982,0.2719,0.0122,0.046,0.2618,0,0.8731,0.2902,0.3668,0,0.5261,0.267,0.0716,0,0,0,0,0.1738,0.1021,0.591449,0.408551,0.0596164,0.0596164,0.0596164,0.3181,0,0.1207,0.1993,0.3017,0,0.0827,0,0,0,0.0711,0.1074,0.1476,0.1491,0.0754,0.0374,0.0713,0.1952,0,0.1048,0,0.1546
INT_STITCHED_1628_0,chr3,95694960,95695228,TE,3.2748,0.4959,0.2906,0.5528,0.4644,0.435933333,0,0,0,0.5955,0.1835,0.2122,1.0575,0.4095,0.4394,0.3719,0.0016,0.506,0.4379,0,0.6135,0.7298,0,0.5387,0.1219,0.0604,0.2885,0.4205,0.8627,0.5235,0.2293,0,0,0.0507,0,0,0,0.151,0,0.46,0.5286,0.537313,0.462687,0.312547,0.312547,0.312547,0.216,0.2058,0.1725,0,0.1351,0,0,0,0.609,0.0011,0.0487,0.1614,0,0,0,0,0.0121,0.157,0.0152,0.0275,0,0.0526
INT_STITCHED_6734_0,chr14,29051706,29052365,TE,0.09,1.2719,2.41,3.1873,6.496,4.0311,0.1354,0.8205,4.1086,0.9824,0.0466,0,0.4078,0.0745,0.4762,0.0893,0,0.5297,0.6008,0.1411,0.5945,0.7826,0.5017,0.1537,0.3229,0.5211,0.4138,0.3848,0.8824,0.2803,0.5306,0.0132,0.0506,0.1554,0.2787,0.3086,0,0,0,0.587,0.3539,0.546282,0.453718,0.0989495,0.0981256,0.09853755,0.1279,0.2111,0.0981,0.2544,0.2014,0.2071,0.3989,0,0.1448,0.1979,0.2442,0.1489,0.0607,0,0,0.1243,0.1384,0.1449,0,0.1754,0.2779,0
INT_STITCHED_419_0,chr1,134134167,134134762,TE,0.2083,0.7999,4.1814,3.7664,1.9378,3.2952,0.0335,0.4509,0.7811,0,0.0063,0.2879,0.6463,0.1712,0.6733,0.0526,0,1.0396,0.9076,0.2571,2.4761,1.9853,0.6482,1.4634,1.7946,0.1434,0.9594,0.4858,0.591,0.5528,1.5725,0.0656,0,0.1995,0.3598,0.8077,5.0284,0.1021,0.0495,1.571,1.6195,0.546219,0.453782,0.0718198,0.0718211,0.07182045,1.2607,0.604,0.08,0.391,0.3492,0.5468,0.1529,0,0.7835,0.626,4.596,0.2327,0.0131,0.0386,0.3812,4.7593,2.6948,0.2173,0,2.5653,0,0.1388
INT_STITCHED_6100_0,chr12,85370074,85370293,TE,0,0.0248,1.4083,1.8858,0.9203,1.4048,0,0.2925,0,0.7227,0,0,0.1856,0,0,0,0,0.2405,0.1769,0.0502,1.5049,0.5422,0.1156,0.5666,0.1274,0.3213,0.2323,0.6121,0.9163,0.0943,0.2251,0,0,0.1021,0,0,0,0,0,0.2694,0.1509,0.552511,0.447489,,,0,0,0,0.3241,0,0.3738,0,0.119,0,0,0,0.0228,0.1447,0,0,0.0906,0.077,0,0,0,0,0,0.1178
INT_STITCHED_7996_0,chr18,3821795,3822590,TE,1.4643,0.5338,1.2077,0.8497,2.2895,1.448966667,0.2147,0.7515,0.6662,12.8426,0.9717,0.4652,0.3536,0.0579,0.9091,0.2364,0,0.7925,0.8512,0,0.5833,0.8711,0.7642,0.5196,0.5979,0.5341,1.1026,1.3724,0.8977,0.7003,2.5383,0.1729,0.3708,0.1711,0.349,0.3181,0.0798,0.097,0.3837,0.9347,0.4573,0.535849,0.464151,0.0422245,0.0422257,0.0422251,0.5927,0,2.2892,0.3453,0.6436,0.3305,0.7164,0,0.0102,0.3697,0.5005,0.3246,0.1002,0.038,0,0.5857,0.3574,0.0236,0.4605,0.2015,0,0.1724
INT_STITCHED_4156_0,chr8,86114380,86114994,TE,0.2312,0.1497,1.01,1.5892,1.3179,1.3057,0,0.3245,0.4531,1.7498,0.5617,1.0179,0.298,0.154,0.1681,0,0,0.4499,0,0.2867,0.1788,0.8835,0.2558,0.3653,0.4836,0.2469,0.4956,0.2976,0.5665,0.7122,0.3017,0.154,0,0.1789,0.1496,0.9327,1.4779,0,0,0.3985,0.7913,0.540717,0.459283,0.100266,0.0986297,0.09944785,0.3316,0.3753,0,0.2433,0.1023,0.243,0.2336,0,0.4034,0.1047,0.9242,0.1526,0.524,0.0723,0,0.7125,0.6052,0.2974,0.5739,0.2552,0,0
INT_STITCHED_5282_0,chr10,127569625,127570542,TE,0.1373,0.4982,0.6485,0.6788,1.5317,0.953,0.051,0.2975,0.7518,3.6015,0.3711,0,0.2156,0.2097,0.8096,0.035,0,0.2897,0.1595,0.0085,0.0386,0.4707,0.0654,0.2647,0.114,0.0766,0.4459,0.1405,0.2799,0.4099,0.251,0.1224,0.1237,0.1885,0.0261,0.0697,0,0.0476,0,0.3989,0.3379,0.546347,0.453653,0.120428,0.119252,0.11984,0.2592,0,0,0.2549,0.1263,0.3685,0.2332,0,0.1847,0.0735,0.2632,0.185,0.2897,0.5379,0,0.1553,0.249,0.1418,0,0.1774,0,0.1077
INT_STITCHED_3425_0,chr6,140679383,140680084,TE,0.4853,0.0414,1.4418,1.0714,4.072,2.195066667,0.2478,0.5982,0.478,1.509,0.2165,0.2569,0.1883,0.0055,1.0665,0.0469,0,0.2066,0.0489,0,0.2481,0.3633,0.1485,0.3959,0.1441,0.3454,0.5215,0.5792,0.2772,0.944,0.6188,0.2723,0.2962,0.1545,0,0,0,0,0.0039,0.3817,0.3754,0.592011,0.407989,0.286585,0.264642,0.2756135,0.6114,0,0.439,0.1344,0.0742,0,0.7103,0,0.4222,0,0.1286,0.0623,0.0684,0.0401,0,0.0839,0.1166,0.3288,0.1962,0.0618,0,0
INT_STITCHED_5610_0,chr11,79066770,79067524,TE,0.8003,1.4042,0.6339,0.6135,0.7974,0.6816,0,0.464,0.0971,1.3836,0.1457,0,0.3975,0.8888,0.0553,5.8485,0,0.7918,0.8227,4.3879,0.4488,1.0746,0.7943,0.0415,0,0.2115,0.3741,0.4898,0.1737,0.4282,0.5687,0.1853,0,0.1055,0.1837,0,0,0,0.2033,0.5898,0.3615,0.522546,0.477454,0.0827115,0.0827115,0.0827115,0.2937,0.8165,0.1697,0.3792,0.4452,0.3599,0.232,0,0.4734,0.2831,0,0.4516,1.2898,1.811,0,0,0,0.313,0.7066,0.0856,0,0.0466
INT_STITCHED_6545_0,chr13,96339199,96339748,TE,0,0,0.8479,1.0314,1.2187,1.032666667,0.0412,0.1383,0.0191,0.3551,0.0841,0.1677,0.1298,0,0,0,0.2421,0.3063,0.1309,0,0.2309,0.1015,0,0.2108,0.0638,0.0158,0.2138,0.2942,0.0038,0.1369,1.9008,0,0,0.2507,0.1211,0,0,0,0,0.272,0.1113,0.582878,0.417122,0.102402,0.102407,0.1024045,0,0.1772,0.0413,0,0.0629,0,0.312,0,0.2617,0.0936,0,0,0,0,0,0,0,0.149,0.0319,0,0,0.0697
INT_STITCHED_3814_0,chr7,129621417,129622089,TE,1.2956,0,3.5961,0.8782,1.14,1.871433333,0.0113,0.8083,0.609,0.0194,0.376,0.1833,0.9238,0.0096,0.0757,0,0,1.5669,1.9171,0,1.4179,1.3525,0.3742,0.5006,0.856,0.7756,1.1766,1.2375,0.9276,0.2329,2.3885,0.3819,0,0.1667,0.0292,0,0,0.0006,0,0.5054,0.6933,0.473214,0.526786,0.397702,0.442664,0.420183,0.7534,0,0.5522,1.0228,0.3847,1.398,0.6022,0,0.0257,0.7705,0.1449,0,0,0,0,0.2461,0.1656,0,0.0894,0.2827,0.7009,0.2184
INT_STITCHED_3997_0,chr8,27502666,27503258,TE,0,0,0.9365,1.3143,1.0809,1.110566667,0,0.5428,0.4462,0,0,0,0.1479,0.0705,0.1596,0.4886,0,0.5874,0.2442,0,0.5246,0.48,0,0,0,0,0.0477,0.4402,0,0.5684,0.3187,0.1331,0,0.1331,0,0.0238,0,0.0012,0,0.1928,0.1361,0.535473,0.464527,0.0230331,0.0230331,0.0230331,0.9403,1.2917,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1055,0,0,0,0
INT_STITCHED_1904_0,chr4,34667517,34668223,TE,0,0.1537,0.5347,0.9274,2.5958,1.352633333,0,0,1.0853,2.2089,0.1113,0.2845,0,0,0,0,0.2422,0,0.1429,0,0.8918,0.1796,0,0,0.0772,0,0,0.2023,0,0,0.4863,0,0,0.2143,0.1355,0,0.5099,0.15,0,0,0,0.548159,0.451841,0.123218,0.123218,0.123218,0.004,0.3192,0.0314,0,0,0.0021,0.1094,0,0.3876,0,0.2726,0,0,0,0,0.1258,0.0801,0,0,0,0,0
